ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
3271	303,452,727,990	122,170,189,200	295,390,311,393,430	365,489,520,757,650	206	149
3272	828,1511,1533,2494	0,0,2,0	1675,2308,1971,3031,2625	4,12,9,2,2	298	149
3273	612,1165,1093,1822	0,0,4,0	306,597,315,482,328	0,0,0,0,0	268	149
3274	15,40,31,43	0,0,0,3	18,29,51,41,12	9,9,0,0,6	155	149
3275	124,189,233,515	9,18,52,76	63,160,84,106,43	12,39,24,26,21	155	149
3276	2,0,26,10	3,4,104,0	0,3,2,0,0	2,0,0,0,0	298	149
3277	49,21,41,147	0,0,0,0	8,21,9,43,10	0,0,2,0,0	298	149
3278	231,456,522,765	0,0,0,0	101,251,131,222,195	2,0,12,2,4	298	149
3279	172,639,1127,552	0,0,0,0	245,340,317,430,343	0,2,0,2,0	298	149
3280	559,1726,2924,1407	0,0,4,0	826,889,767,1126,876	6,5,2,6,7	265	149
3281	142,529,901,452	0,0,0,0	183,279,251,335,293	0,2,0,0,0	265	149
3282	518,2109,3367,1597	0,6,0,0	1627,1192,1059,1544,1266	0,0,0,0,2	298	149
3283	210,301,308,646	0,0,0,0	4,50,6,28,17	2,0,0,0,0	298	149
3284	98,255,158,186	12,21,70,12	222,236,208,224,162	1,0,0,1,0	265	149
3285	98,270,146,195	12,21,70,12	240,234,227,218,151	1,0,0,1,0	242	149
3286	2,2,3,8	103,282,170,203	80,87,58,76,34	229,254,221,246,179	298	149
3287	0,2,3,0	0,0,0,0	45,58,21,46,15	10,7,3,4,3	298	149
3288	263,800,593,519	0,0,0,0	848,798,735,845,564	10,7,3,4,3	298	149
3289	162,518,423,324	0,0,0,0	654,573,552,629,404	0,0,1,0,0	298	149
3290	233,427,615,493	0,1,2,0	181,292,225,255,276	2,0,0,5,5	298	149
3291	11,18,3,0	1,0,0,0	3,1,3,0,0	0,0,0,1,0	298	149
3292	13,47,18,2	0,0,0,0	9,6,2,0,0	0,0,0,1,0	298	149
3293	0,16,0,0	0,2,0,0	2,11,2,1,6	1,2,2,0,0	199	149
3294	45,80,46,98	0,0,0,2	128,286,245,814,356	0,0,0,0,0	298	149
3295	87,347,354,254	8,19,16,17	101,226,185,214,115	44,67,43,27,47	185	149
3296	35,190,297,354	0,0,0,0	218,265,194,409,250	0,0,0,0,2	298	149
3297	8400,14234,6129,13831	0,0,0,0	18668,28102,29844,35935,26563	2,10,0,2,3	298	149
3298	3834,7178,3172,6523	0,0,0,0	9157,14970,15545,20035,13595	0,0,2,0,0	298	149
3299	2339,3898,1693,3977	0,0,0,0	7734,8617,9197,11123,8027	0,0,2,0,0	298	149
3300	6904,10954,4650,11285	0,0,0,0	17245,21739,23496,27023,20992	2,0,0,0,0	298	149
3301	4565,7056,2957,7308	0,0,0,0	9513,13135,14303,15910,12978	0,2,0,0,0	298	149
3302	1214,2485,814,2545	0,0,0,0	4592,6174,7225,8464,6660	0,2,0,0,0	289	149
3303	3548,6360,2493,6497	0,0,0,0	12272,14713,16336,19469,14638	0,3,4,8,10	289	149
3304	788,1659,1724,1225	0,0,5,0	1239,1763,1592,1797,1648	0,0,0,0,0	246	149
3305	27,114,137,73	0,0,0,0	20,24,20,58,24	6,4,0,0,0	266	149
3306	52,60,16,84	0,0,0,1	0,6,0,3,0	7,2,1,0,4	298	149
3307	78,137,44,174	0,0,0,1	19,18,11,21,22	7,2,1,0,4	298	149
3308	107,222,150,176	0,0,0,0	182,235,186,296,173	1,0,0,6,5	151	149
3309	179,236,416,238	122,258,203,207	170,312,279,501,259	203,257,207,332,207	298	149
3310	181,262,418,248	28,46,35,34	178,312,293,544,264	64,46,45,80,62	298	149
3311	2,26,2,10	0,0,0,0	8,0,16,43,19	4,0,0,0,10	298	149
3312	309,358,777,370	0,0,0,0	196,424,322,624,299	5,10,6,2,2	298	149
3313	209,546,668,617	0,0,0,0	389,554,542,837,496	4,0,0,0,10	298	149
