ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
16636	33,417,444,306,219	0,0,1,0,0	348,96,510	0,0,0	255	149
16637	77,1024,448,508,242	0,16,0,0,2	111,77,168	6,0,0	254	149
16638	97,1649,679,867,337	0,12,2,0,2	211,124,214	0,0,0	349	149
16639	108,1041,741,804,498	0,0,2,4,0	99,100,132	6,1,0	326	149
16640	114,758,476,731,414	0,3,2,0,0	93,45,69	0,0,8	245	149
16641	38,348,256,323,167	0,11,0,0,0	63,32,41	0,0,0	245	149
16642	103,740,333,520,287	0,2,0,2,0	1299,489,1408	4,10,6	200	149
16643	0,8,10,0,0	151,1480,1271,1641,946	0,0,1	3250,2985,3590	167	149
16644	251,3201,392,1461,439	0,0,0,0,0	558,106,145	0,4,0	224	149
16645	54,435,124,251,60	0,0,0,0,0	988,230,998	0,0,2	225	149
